Strain,298.15,373.15,473.15,573.15,673.15,77.15,233.15,sref373.15,sref473.15,sref573.15,sref673.15,sref77.15,sref233.15
0.420,1128.561,1110.649236,1139.034411,1260.167745,1077.19005,1760.168794,1312.963363,0.9841286700497359,1.0092803233498235,1.1166146490973905,0.9544810160904018,1.5596576472162338,1.1633960087226123
0.430,1129.64,1111.808393,1140.002242,1262.310917,1078.820573,1763.846179,1315.63313,0.9842147878970291,1.0091730480507064,1.1174453073545554,0.9550127235225381,1.5614232667044365,1.1646481445416237
0.440,1130.696,1112.943116,1140.949431,1264.408764,1080.414778,1767.449261,1318.247892,0.9842991537955383,1.0090682473449981,1.1182570416805226,0.9555307332828631,1.5631515995457665,1.1658729596637825
0.450,1131.731,1114.054458,1141.87687,1266.463244,1081.974275,1770.981153,1320.809995,0.9843809686224024,1.0089649130402896,1.119049707041691,0.9560348483871167,1.5648428407457249,1.1670706157205202
0.460,1132.744,1115.143404,1142.785397,1268.476187,1083.500564,1774.444772,1323.321637,0.9844619825838848,1.008864665802688,1.1198260039338104,0.9565273036096418,1.5665011441243566,1.1682442255266858
0.470,1133.737,1116.210878,1143.675797,1270.449308,1084.995053,1777.842855,1325.784875,0.9845412807379489,1.008766404377735,1.1205855573206132,0.9570077125470898,1.5681263423527678,1.1693936733122408
0.480,1134.711,1117.257748,1144.548805,1272.384217,1086.45906,1781.177976,1328.201643,0.9846187690081439,1.0086698771757743,1.1213288819796408,0.9574764499506923,1.5697194933335448,1.1705197561317375
0.490,1135.666,1118.284828,1145.405114,1274.282426,1087.893822,1784.452558,1330.573759,0.9846951727004244,1.0085756851045995,1.122057388351857,0.9579346586056112,1.5712828930336913,1.1716241914436112
0.500,1136.604,1119.292884,1146.245373,1276.145361,1089.300503,1787.668883,1332.902934,0.9847694394881594,1.0084826139974872,1.122770429278799,0.9583817257373719,1.5728159350134259,1.1727065310345555
0.510,1137.524,1120.282639,1147.070197,1277.974362,1090.680198,1790.829106,1335.190783,0.9848430793548093,1.0083920840351501,1.12347024062789,0.9588195044675981,1.5743220415569255,1.1737693297020548
0.520,1138.428,1121.254775,1147.880162,1279.770694,1092.033939,1793.93526,1337.438826,0.9849149660760277,1.0083028193262988,1.1241560239207047,0.9592472593787221,1.575800366821617,1.1748119564873667
0.530,1139.315,1122.209936,1148.675814,1281.535553,1093.362699,1796.989269,1339.648503,0.9849865366470203,1.0082161772644087,1.1248298784796127,0.9596667286922405,1.577254112339432,1.1758367993048453
0.540,1140.188,1123.148728,1149.457671,1283.270068,1094.667398,1799.992956,1341.821174,0.9850557346683176,1.0081299496223428,1.1254898911407591,0.9600762312881734,1.5786808456149335,1.1768420418387142
0.550,1141.045,1124.07173,1150.226219,1284.975308,1095.948906,1802.948044,1343.958127,0.9851248022645906,1.0080463250792036,1.1261390286973783,0.9604782510768638,1.580084960715835,1.1778309593399034
0.560,1141.889,1124.979485,1150.981921,1286.652286,1097.208044,1805.856172,1346.060583,0.9851916298344237,1.0079630515750657,1.1267752697503874,0.9608710163597338,1.58146384806229,1.1788016024324606
0.570,1142.718,1125.872512,1151.725216,1288.301963,1098.445593,1808.718893,1348.1297,0.9852584032105908,1.007882273666819,1.1274014787550382,0.9612569269058506,1.5828217399218354,1.1797571229297166
0.580,1143.534,1126.751302,1152.456519,1289.92525,1099.662292,1811.537684,1350.166578,0.9853238312109651,1.0078025830451915,1.1280165259624986,0.9616349771847622,1.5841572563649176,1.180696488254831
0.590,1144.337,1127.616322,1153.176227,1291.523013,1100.858842,1814.31395,1352.172263,0.9853883270400241,1.0077243215940759,1.12862121298184,0.962005809477453,1.5854717185584317,1.1816206790482173
0.600,1145.128,1128.468014,1153.884714,1293.096077,1102.035912,1817.049028,1354.147748,0.9854514202779079,1.007646930299495,1.129215316541033,0.962369195408723,1.5867649974500668,1.182529593198315
0.610,1145.907,1129.306802,1154.582339,1294.645224,1103.194134,1819.744193,1356.093981,0.9855134858238933,1.007570718217098,1.129799559650129,0.9627257133432295,1.5880382901928343,1.1834241181876017
0.620,1146.674,1130.133088,1155.269441,1296.171203,1104.334112,1822.400657,1358.011863,0.985574878300197,1.0074959761885243,1.1303746339412948,0.9630759152121702,1.5892927344650702,1.1843050971767042
0.630,1147.429,1130.947255,1155.946346,1297.674724,1105.456421,1825.019582,1359.902256,0.9856359347724347,1.0074229830342443,1.1309411946185777,0.963420325789221,1.5905294201209834,1.1851733362151384
0.640,1148.174,1131.74967,1156.613364,1299.156467,1106.561608,1827.602073,1361.765981,0.9856952604744577,1.0073502483073125,1.1314978975312104,0.9637577649380669,1.5917466107053462,1.1860275367670754
0.650,1148.908,1132.540681,1157.270789,1300.617079,1107.650197,1830.149189,1363.603821,0.9857540212097052,1.0072789022271584,1.1320463248580392,0.964089550251195,1.5929466841557376,1.18686946300313
0.660,1149.631,1133.320623,1157.918905,1302.057182,1108.722687,1832.661941,1365.416526,0.9858125111448803,1.0072091871217808,1.1325870492357981,0.9644161361341159,1.5941305871188234,1.1876998149841123
0.670,1150.345,1134.089814,1158.55798,1303.477365,1109.779554,1835.141297,1367.204813,0.9858692948637147,1.007139579865171,1.133118642668069,0.9647362782469606,1.595296451933985,1.1885171952761997
0.680,1151.048,1134.848561,1159.188274,1304.878197,1110.821253,1837.588184,1368.969368,0.9859263566766981,1.0070720543365699,1.1336435987030948,0.9650520682021949,1.5964479187662026,1.1893243096725767
0.690,1151.742,1135.597155,1159.810034,1306.26022,1111.848221,1840.003491,1370.710848,0.985982238209599,1.0070050705800433,1.1341604456553638,0.9653622260888289,1.597583044640206,1.1901197038920175
0.700,1152.427,1136.335876,1160.423496,1307.623953,1112.860876,1842.388068,1372.429884,0.9860371858694739,1.0069388308326688,1.1346696606379407,0.9656671320612933,1.5987026232464183,1.1909039652837012
0.710,1153.103,1137.064993,1161.028887,1308.969894,1113.859616,1844.742733,1374.127077,0.9860914358908093,1.0068735290776278,1.135171701053592,0.9659671477743097,1.5998074178976205,1.1916776532538724
0.720,1153.77,1137.784764,1161.626425,1310.298522,1114.844826,1847.06827,1375.803009,0.9861452143841494,1.006809351083838,1.135667006422424,0.9662626225330873,1.600898159945223,1.1924413089263892
0.730,1154.429,1138.495435,1162.216319,1311.610294,1115.816872,1849.365432,1377.458235,0.9861978822430829,1.0067456023713888,1.136155011698424,0.966553050902221,1.6019741638507001,1.1931944147279736
0.740,1155.079,1139.197244,1162.798769,1312.905651,1116.776107,1851.634944,1379.09329,0.9862505023465927,1.0066833255560876,1.1366371053408468,0.9668395901925323,1.6030374926736612,1.1939385011761101
0.750,1155.722,1139.890419,1163.373968,1314.185016,1117.72287,1853.8775,1380.708686,0.9863015664666763,1.006620941714357,1.1371117067945404,0.9671208733588182,1.6040860172255957,1.1946719764787725
0.760,1156.356,1140.575179,1163.942101,1315.448796,1118.657486,1856.093772,1382.304919,0.9863529734787556,1.0065603507916248,1.1375811566680156,0.9673988685145406,1.605123138549028,1.1953973681115504
0.770,1156.983,1141.251735,1164.503346,1316.697382,1119.580268,1858.284403,1383.882462,0.9864032012570626,1.0064999624022133,1.138043845069461,0.9676721853302944,1.6061466789053946,1.1961130474691504
0.780,1157.602,1141.920291,1165.057875,1317.931151,1120.491515,1860.450015,1385.441773,0.9864532810067708,1.0064407931223338,1.1385011005509664,0.9679419308190551,1.6071586045981259,1.1968204728395424
0.790,1158.214,1142.581041,1165.605852,1319.150463,1121.391519,1862.591204,1386.983293,0.9865025297570225,1.0063821124593555,1.138952268751716,0.9682075324594592,1.6081580813217593,1.1975190189377785
0.800,1158.819,1143.234173,1166.147437,1320.35567,1122.280557,1864.708548,1388.507445,0.9865511119510468,1.0063240566473282,1.139397671249781,0.9684692406665752,1.6091456456961788,1.198209077517714
0.810,1159.417,1143.87987,1166.682782,1321.547107,1123.158897,1866.802602,1390.01464,0.9865991873501941,1.0062667547569168,1.1398376140767301,0.9687272974262066,1.6101218129456443,1.1988910288532946
0.820,1160.008,1144.518305,1167.212035,1322.725099,1124.026797,1868.873904,1391.505272,0.9866469067454707,1.006210332170123,1.140272393811077,0.9689819354694105,1.611087082158054,1.1995652374811208
0.830,1160.592,1145.149648,1167.735338,1323.889958,1124.884508,1870.92297,1392.979721,0.9866944180211478,1.0061549088740918,1.140702295035637,0.9692333808952672,1.6120419320484718,1.2002320548478707
0.840,1161.17,1145.774062,1168.252829,1325.041987,1125.732269,1872.9503,1394.438354,0.986741012943841,1.006099734750295,1.141126611090538,0.9694810139772816,1.612985437102233,1.200890786017551
0.850,1161.742,1146.391704,1168.764641,1326.181477,1126.570311,1874.956378,1395.881528,0.9867868287451086,1.006044923055205,1.141545607372377,0.9697250430818547,1.6139180454868638,1.2015417605630165
0.860,1162.307,1147.002725,1169.270901,1327.308709,1127.39886,1876.941669,1397.309584,0.9868328462273737,1.005991447182199,1.1419605224781404,0.9699665062672771,1.6148415771392584,1.2021863277086002
0.870,1162.867,1147.607272,1169.771733,1328.423957,1128.21813,1878.906627,1398.722855,0.9868774950187769,1.0059376807493894,1.1423696407241757,0.970203927018309,1.6157536734639475,1.2028227260727151
0.880,1163.42,1148.205487,1170.267257,1329.527481,1129.028331,1880.851685,1400.12166,0.9869225963108764,1.0058854558113148,1.1427751637413832,0.9704391629849924,1.6166575140533943,1.2034533186639391
0.890,1163.968,1148.797508,1170.757588,1330.619538,1129.829664,1882.777268,1401.506309,0.9869665729642052,1.0058331397426732,1.14317536049101,0.9706707263429922,1.6175507127343707,1.2040763225449498
0.900,1164.51,1149.383467,1171.242839,1331.700373,1130.622325,1884.683784,1402.877103,0.9870103880602142,1.0057816927291308,1.1435714360546496,0.9708996273110579,1.6184350361954813,1.2046930494371024
0.910,1165.047,1149.963491,1171.723117,1332.770224,1131.406502,1886.571629,1404.234332,0.9870533042872948,1.0057303413510357,1.143962624683811,0.9711252009575579,1.6193094604767018,1.2053027319927865
0.920,1165.578,1150.537707,1172.198527,1333.829321,1132.182377,1888.441185,1405.578276,0.9870962792708853,1.0056800377151938,1.1443501172808683,0.9713484442911586,1.6201757282652898,1.2059066626171737
0.930,1166.104,1151.106234,1172.669171,1334.877888,1132.950128,1890.292825,1406.909209,0.9871385691156193,1.0056300046994093,1.144733135294965,0.971568683410742,1.621032793815989,1.2065040588146512
0.940,1166.624,1151.669188,1173.135147,1335.916141,1133.709926,1892.126908,1408.227393,0.9871811209095648,1.0055811872548481,1.1451128564130344,0.9717869047782318,1.6218823785555585,1.2070961963751816
0.950,1167.14,1152.226683,1173.59655,1336.94429,1134.461935,1893.943784,1409.533085,0.9872223409359632,1.0055319413266617,1.145487507925356,0.9720015893551759,1.6227220247785183,1.2076812421817433
0.960,1167.65,1152.778828,1174.053473,1337.962537,1135.206318,1895.743791,1410.826534,0.9872640157581466,1.0054840688562496,1.1458592360724533,0.9722145488802294,1.6235548246477969,1.208261494454674
0.970,1168.156,1153.32573,1174.506005,1338.97108,1135.943228,1897.527257,1412.107978,0.9873045466530156,1.0054359220857487,1.1462262574519158,0.9724242549796432,1.6243782996449105,1.2088351025034327
0.980,1168.657,1153.867492,1174.954232,1339.970109,1136.672818,1899.294503,1413.377653,0.9873448685114624,1.0053884347588729,1.14658972564234,0.9726316772158128,1.6251941356617041,1.2094033176543675
0.990,1169.153,1154.404213,1175.39824,1340.95981,1137.395233,1901.045836,1414.635784,0.9873850667962192,1.0053416789761476,1.1469498089642673,0.9728369452073423,1.6260026155687066,1.209966346577394
1.000,1169.644,1154.935991,1175.838109,1341.940364,1138.110616,1902.781558,1415.882591,0.9874252259661914,1.0052957216041805,1.1473066710896649,0.9730401865866879,1.6268040172907312,1.2105243911822743
1.010,1170.131,1155.46292,1176.27392,1342.911945,1138.819104,1904.501961,1417.118288,0.9874645830253193,1.0052497711794661,1.147659488552991,0.9732406918541597,1.6275972186020196,1.211076612789508
1.020,1170.614,1155.985091,1176.705749,1343.874722,1139.520831,1906.207329,1418.343083,0.9875032171151208,1.0052038921454893,1.1480084143876632,0.9734385809498264,1.6283824804760578,1.2116232020119355
1.030,1171.092,1156.502595,1177.133671,1344.82886,1140.215927,1907.897937,1419.557177,0.9875420504964596,1.0051590062949793,1.1483545784618117,0.9736348015356606,1.6291614467522617,1.212165378125715
1.040,1171.566,1157.015516,1177.557759,1345.774521,1140.904518,1909.574053,1420.760767,0.9875803121633778,1.0051143162229017,1.1486971463835585,0.9738286344943435,1.6299329726195537,1.2127022865122408
1.050,1172.036,1157.523939,1177.978083,1346.711858,1141.586727,1911.235939,1421.954042,0.9876180757246363,1.005069880959288,1.149036256565498,0.9740201896528776,1.6306972985471435,1.2132341003177376
1.060,1172.501,1158.027946,1178.394713,1347.641025,1142.262672,1912.883847,1423.137189,0.9876562544509556,1.0050266166084292,1.1493730282532808,0.9742104032320655,1.631456047372241,1.2137620257893171
1.070,1172.963,1158.527617,1178.807716,1348.562168,1142.932469,1914.518025,1424.310387,0.9876932324378518,1.004982864762145,1.1497056326584896,0.9743977167225225,1.6322066638078099,1.2142841564482427
1.080,1173.42,1159.023028,1179.217155,1349.475431,1143.596232,1916.138714,1425.473812,0.9877307596597978,1.0049403921869406,1.1500361601131734,0.9745838932351588,1.6329521518296943,1.2148027236624566
1.090,1173.874,1159.514255,1179.623096,1350.380952,1144.254069,1917.746146,1426.627635,0.9877672177763542,1.0048975409626586,1.1503627748804386,0.9747673677072668,1.6336899411691543,1.2153158132814936
1.100,1174.324,1160.001371,1180.025598,1351.278868,1144.906087,1919.34055,1427.772022,0.9878035116373335,1.0048552171291738,1.1506865805348439,0.9749490660158525,1.6344216332119583,1.21582461228758
1.110,1174.77,1160.484448,1180.424723,1352.169311,1145.55239,1920.922147,1428.907135,0.9878397030908177,1.0048134724243896,1.1510076959745312,0.9751290805859871,1.6351474305608757,1.2163292687079172
1.120,1175.212,1160.963554,1180.820529,1353.05241,1146.193079,1922.491153,1430.033132,0.9878758504848486,1.0047723551155026,1.1513262373086728,0.9753075011146924,1.6358675311348079,1.2168299268557503
1.130,1175.651,1161.438758,1181.213072,1353.928289,1146.828252,1924.04778,1431.150166,0.9879111726184046,1.0047310570909223,1.1516413365871334,0.9754835848393784,1.6365807369704104,1.2173256910426646
1.140,1176.086,1161.910125,1181.602408,1354.797071,1147.458004,1925.592231,1432.258387,0.9879465659824197,1.0046904801179506,1.1519540841401053,0.9756582460806438,1.63728862600184,1.2178177335671032
1.150,1176.518,1162.37772,1181.98859,1355.658875,1148.082429,1927.124708,1433.357942,0.9879812463557718,1.004649814112491,1.1522636075266166,0.9758307386712316,1.6379899908033706,1.218305153002334
1.160,1176.946,1162.841605,1182.371673,1356.513818,1148.701617,1928.645406,1434.448971,0.9880161069411852,1.0046099591655013,1.1525709913623905,0.9760019720530934,1.6386864019249823,1.2187891126695702
1.170,1177.371,1163.301842,1182.751706,1357.362011,1149.315658,1930.154514,1435.531614,0.9880503613559363,1.0045701023721494,1.1528753561961351,0.9761711966746249,1.6393766399885847,1.2192687045969366
1.180,1177.792,1163.758489,1183.12874,1358.203565,1149.924637,1931.652218,1436.606007,0.9880848986917895,1.0045311396239744,1.1531777809664185,0.9763393171290008,1.6400622673613,1.2197450882668588
1.190,1178.21,1164.211605,1183.502823,1359.038588,1150.528638,1933.1387,1437.672281,0.9881189304113867,1.004492257746921,1.1534773834885121,0.9765055788017416,1.640742057867443,1.2202173475017188
1.200,1178.625,1164.661247,1183.874004,1359.867185,1151.127744,1934.614136,1438.730565,0.9881525056739845,1.0044534979319122,1.1537742581397816,0.9766700553611198,1.6414161722345952,1.2206855997454662
1.210,1179.037,1165.107469,1184.242329,1360.689458,1151.722034,1936.078698,1439.780985,0.9881856710179578,1.0044148987690802,1.1540684965781396,0.9768328169514611,1.642084767483972,1.221149959670477
1.220,1179.446,1165.550326,1184.607842,1361.505508,1152.311587,1937.532556,1440.823663,0.9882184737580187,1.0043764971011815,1.154360189444875,0.976993933592551,1.6427479986366482,1.2216105383374907
1.230,1179.851,1165.989871,1184.970589,1362.315431,1152.896478,1938.975873,1441.858719,0.9882517970489493,1.0043391826595052,1.1546504016185093,0.9771542999921174,1.643407407376016,1.2220684806810351
1.240,1180.254,1166.426154,1185.330612,1363.119322,1153.476782,1940.40881,1442.886271,0.9882840083575232,1.0043012876889212,1.1549372609624708,0.977312325990846,1.6440603548049828,1.2225218224212755
1.250,1180.653,1166.859226,1185.687954,1363.917276,1154.052572,1941.831525,1443.906433,0.988316826366426,1.0042645502107732,1.1552228097501975,0.9774697324277328,1.6447097707793907,1.2229727388148763
1.260,1181.05,1167.289136,1186.042655,1364.709382,1154.623918,1943.24417,1444.919316,0.9883486186020914,1.0042273019770542,1.1555051708225732,0.9776249252783541,1.6453530079166843,1.2234192591338215
1.270,1181.443,1167.715932,1186.394756,1365.495729,1155.190889,1944.646895,1445.925029,0.988381100061535,1.0041912779541629,1.155786380722557,0.9777796211920508,1.6459929890819955,1.2238635541452274
1.280,1181.834,1168.13966,1186.744297,1366.276405,1155.753553,1946.039848,1446.923679,0.9884126366308635,1.0041548110817593,1.1560645615204843,0.9779322248302215,1.64662706268393,1.2243036492434638
1.290,1182.222,1168.560368,1187.091315,1367.051494,1156.311976,1947.42317,1447.915371,0.9884441060985162,1.0041187822591695,1.1563407667933774,0.9780836221961696,1.6472567504242013,1.2247406756091497
1.300,1182.607,1168.978098,1187.435849,1367.821078,1156.866223,1948.797003,1448.900205,0.9884755442847878,1.004083223759034,1.1566150699260194,0.9782338705926821,1.6478821814854807,1.2251747241475823
1.310,1182.99,1169.392895,1187.777934,1368.585239,1157.416356,1950.161483,1449.878282,0.9885061538981732,1.0040473157000482,1.1568865662431635,0.978382197651713,1.648502086239106,1.2256048504213897
1.320,1183.37,1169.804802,1188.117608,1369.344056,1157.962437,1951.516743,1450.849699,0.9885368075918776,1.0040119387849955,1.1571563044525381,0.9785294852835547,1.6491179791612092,1.2260321784395416
1.330,1183.747,1170.213861,1188.454904,1370.097606,1158.504526,1952.862916,1451.814552,0.9885675410370627,1.0039771201109695,1.157424353345774,0.9786757862955512,1.6497299811530672,1.226456795244254
1.340,1184.121,1170.620111,1188.789857,1370.845965,1159.042682,1954.200129,1452.772933,0.9885983873269707,1.0039428884379213,1.1576907807563583,0.9788211525680229,1.650338207835179,1.2268787843472075
1.350,1184.493,1171.023595,1189.122502,1371.589207,1159.576963,1955.528507,1453.724933,0.988628548248069,1.0039084249548118,1.1579546751226053,0.9789648085721064,1.6509413791385852,1.2272971921319924
1.360,1184.862,1171.424349,1189.45287,1372.327405,1160.107425,1956.848174,1454.670643,0.9886588893896503,1.0038746031183379,1.1582170792885584,0.9791076302556753,1.651541001399319,1.227713137057311
1.370,1185.229,1171.822414,1189.780993,1373.060629,1160.634123,1958.15925,1455.61015,0.9886886112304035,1.0038406021114907,1.1584770782692628,0.9792488396757082,1.652135789792521,1.2281256617919405
1.380,1185.594,1172.217826,1190.106904,1373.78895,1161.157111,1959.461852,1456.543538,0.9887177448603822,1.0038064497627348,1.1587347354996735,0.9793884845908464,1.6527258505019424,1.2285348424502822
1.390,1185.956,1172.610622,1190.430634,1374.512434,1161.676442,1960.756096,1457.470892,0.9887471558809939,1.0037730185605538,1.158991087359059,0.9795274377801537,1.6533126827639475,1.2289417921069585
1.400,1186.315,1173.000837,1190.752211,1375.231149,1162.192166,1962.042094,1458.392294,0.9887768737645566,1.0037403311936541,1.1592461943075827,0.9796657430783561,1.6538963883959992,1.2293465850132552
1.410,1186.673,1173.388508,1191.071666,1375.945159,1162.704336,1963.319957,1459.307823,0.9888052631179778,1.0037067212281732,1.1594981591390383,0.9798017954398558,1.6544742797721024,1.2297472201693307
1.420,1187.028,1173.773669,1191.389028,1376.654529,1163.213,1964.589793,1460.21756,0.9888340199220237,1.0036739049120997,1.1597489941265076,0.9799372887581421,1.6550492431518045,1.2301458432320047
1.430,1187.38,1174.156353,1191.704324,1377.359321,1163.718206,1965.851709,1461.12158,0.9888631718573666,1.0036419040239855,1.1599987544004444,0.9800722649867776,1.6556213756337481,1.2305425221917161
1.440,1187.73,1174.536594,1192.017584,1378.059596,1164.220003,1967.105808,1462.01996,0.9888919148291277,1.003609897872412,1.1602465173061218,0.9802059415860506,1.6561893763734181,1.2309362902343126
1.450,1188.079,1174.914423,1192.328833,1378.755415,1164.718436,1968.352192,1462.912773,0.9889194430673381,1.0035770626364073,1.1604913604230023,0.9803375331101721,1.6567519432630322,1.2313261769629797
1.460,1188.424,1175.289873,1192.638099,1379.446835,1165.213552,1969.590962,1463.800091,0.9889482819263158,1.0035459558204816,1.1607362650030628,0.9804695563199666,1.6573133511272071,1.2317153566403911
1.470,1188.768,1175.662975,1192.945407,1380.133916,1165.705394,1970.822215,1464.681987,0.9889759608266709,1.0035140641403537,1.1609783540606746,0.9805995736762767,1.6578695043944653,1.2321007858556083
1.480,1189.11,1176.03376,1193.250783,1380.816712,1166.194006,1972.046047,1465.558529,0.9890033386314135,1.0034822539546384,1.1612186526057304,0.9807284490080818,1.6584218844345773,1.2324835624963209
1.490,1189.449,1176.402256,1193.554253,1381.49528,1166.679432,1973.262552,1466.429786,0.9890312707816813,1.0034513905177944,1.1614581877827466,0.9808570455732022,1.6589719710555053,1.2328647852913406
1.500,1189.786,1176.768494,1193.855841,1382.169674,1167.161712,1974.471823,1467.295825,0.9890589517778826,1.0034206495958096,1.161696031050962,0.9809845736964463,1.6595184537387395,1.2332434782389436
1.510,1190.121,1177.132502,1194.15557,1382.839947,1167.640889,1975.67395,1468.156712,0.9890864054999449,1.003390050255394,1.1619322295800174,0.9811110710591612,1.6600614139234582,1.2336197008539467
1.520,1190.455,1177.494309,1194.453465,1383.506152,1168.117003,1976.869023,1469.012511,0.9891128257682987,1.0033587703861129,1.1621658542322053,0.9812357485163237,1.6605995379917764,1.2339924743060426
1.530,1190.786,1177.853942,1194.749549,1384.168339,1168.590093,1978.057127,1469.863286,0.9891398975130711,1.00332851494727,1.1623989020697254,0.9813602889184119,1.6611356927273246,1.2343639293710205
1.540,1191.115,1178.211428,1195.043844,1384.826559,1169.060197,1979.23835,1470.709098,0.9891668126083544,1.003298459006897,1.1626304420647882,0.9814839012186061,1.6616685626492824,1.2347330845468323
1.550,1191.442,1178.566794,1195.336373,1385.480861,1169.527355,1980.412774,1471.550008,0.9891935939810751,1.0032686215527067,1.1628605177591524,0.9816066203810172,1.6621982219864668,1.2350999947962216
1.560,1191.767,1178.920066,1195.627158,1386.131293,1169.991603,1981.580482,1472.386077,0.9892202636924834,1.0032390207146196,1.1630891717928085,0.981728477965911,1.6627247456927403,1.235464714998821
1.570,1192.091,1179.27127,1195.91622,1386.777903,1170.452978,1982.741556,1473.217362,0.9892460139368555,1.003208832211635,1.1633154708826758,0.9818486826928482,1.663246812533607,1.2358262599080105
1.580,1192.412,1179.620431,1196.203581,1387.420738,1170.911516,1983.896074,1474.043921,0.9892725257712939,1.0031797574999244,1.1635414085064557,0.9819689134292509,1.6637672834557182,1.2361867550812973
1.590,1192.732,1179.967574,1196.48926,1388.059843,1171.367251,1985.044114,1474.865812,0.9892981608609478,1.0031501292830243,1.1637650729585522,0.982087552777992,1.6642834383583236,1.236544179245631
1.600,1193.049,1180.312722,1196.773279,1388.695263,1171.82022,1986.185753,1475.683089,0.9893245977323647,1.003121647979253,1.1639884556292324,0.9822062798761828,1.6647981373774254,1.2369006545414314
1.610,1193.365,1180.6559,1197.055656,1389.327043,1172.270454,1987.321067,1476.495806,0.9893501988075735,1.0030926464241872,1.164209644995454,0.9823234752150432,1.665308658289794,1.237254156104796
1.620,1193.679,1180.997131,1197.336413,1389.955224,1172.717989,1988.450128,1477.304018,0.9893758129279312,1.0030639837008106,1.1644296531982217,0.9824399934990897,1.665816461544519,1.2376057700604601
1.630,1193.992,1181.336438,1197.615568,1390.579851,1173.162857,1989.57301,1478.107777,0.9894006308249972,1.0030348344042506,1.164647544539662,0.9825550397322595,1.6663202182259178,1.2379545063953528
1.640,1194.302,1181.673843,1197.893139,1391.200965,1173.605089,1990.689783,1478.907135,0.989426328516573,1.003006893566284,1.1648653062625702,0.9826702869123555,1.666822782679758,1.2383024854684996
1.650,1194.611,1182.009369,1198.169146,1391.818606,1174.044717,1991.800518,1479.702142,0.9894512682371082,1.0029784976029852,1.1650810230275797,0.9827841171728704,1.6673214276446473,1.2386476786167213
1.660,1194.918,1182.343038,1198.443607,1392.432815,1174.481773,1992.905284,1480.492848,0.9894762971182961,1.0029505012059405,1.165295706483625,0.982897381242897,1.667817610915561,1.238991167594764
1.670,1195.223,1182.67487,1198.716539,1393.043632,1174.916286,1994.004148,1481.279302,0.9895014319503558,1.0029229181500021,1.1655093919712054,0.9830101043905614,1.6683113929367157,1.2393329964366482
1.680,1195.527,1183.004888,1198.987961,1393.651096,1175.348287,1995.097176,1482.061552,0.9895258643259415,1.0028949249996026,1.165721138878503,0.9831214911917505,1.6688014373577509,1.239672171352048
1.690,1195.829,1183.333111,1199.257889,1394.255244,1175.777804,1996.184435,1482.839645,0.9895504382315532,1.0028673740141776,1.1659319551541232,0.9832323885772967,1.6692892002117359,1.2400097714639804
1.700,1196.129,1183.659559,1199.52634,1394.856114,1176.204867,1997.265987,1483.613629,0.9895751704038611,1.002840278933125,1.1661418743296084,0.9833428225550923,1.6697747375074095,1.2403458397881835
