Strain,RD_R_value,DD_R_value,TD_R_value
0.0,0.6087930202537064,0.9763605248836531,0.7571334706248127
0.00011,0.6097933860563042,0.9767438271580975,0.7573329918084519
0.0002,0.6106077846366152,0.9770573517969557,0.7574964309180954
0.0003,0.6115083841037021,0.9774056214602918,0.757678235472718
0.0004,0.6124044918122079,0.9777537953477946,0.7578602566257288
0.0005,0.6132961301648719,0.9781018735241104,0.758042494620697
0.0006,0.6141833214526995,0.9784498560537753,0.7582249497001965
0.0007,0.6150660878555189,0.9787977430012152,0.7584076221058003
0.0008,0.6159444514425362,0.9791455344307441,0.7585905120780712
0.0009,0.6168184341728868,0.9794932304065646,0.7587736198565556
0.001,0.6176880578961846,0.9798408309927658,0.7589569456797748
0.002,0.6261492794337513,0.9833116044432384,0.7608022480994363
0.003,0.6341978423275041,0.986772908564078,0.7626696094661628
0.004,0.6418538721769862,0.990224805467351,0.7645592501968734
0.005,0.6491365130446693,0.9936673559729652,0.7664713787625657
0.01,0.680556056822107,1.0107419410630152,0.7763756986172716
0.011,0.6859511698715679,1.0141296082846365,0.7784263619807608
0.012,0.6910831601527231,1.0175083121320738,0.7805005702532167
0.013,0.6959648603144095,1.0208781002689087,0.7825984071306876
0.014,0.7006084771497956,1.0242390183564407,0.7847199370113384
0.015,0.7050256221197216,1.0275911099752306,0.7868652041850195
0.016,0.7092273403874008,1.0309344165477197,0.7890342320343644
0.017,0.7132241384370791,1.034268977262237,0.7912270222506324
0.018,0.7170260103457204,1.0375948289987191,0.7934435540676246
0.019,0.7206424627734026,1.040912006256471,0.7956837835171127
0.02,0.7240825387349209,1.0442205410843113,0.797947642709314
0.021,0.7273548402120349,1.047520463013459,0.8002350391420278
0.022,0.7304675496629027,1.0508117989935069,0.8025458550421083
0.023,0.7334284504824895,1.0540945733318527,0.8048799467430028
0.024,0.7362449464651091,1.0573688076369485,0.8072371441021018
0.025,0.7389240803177647,1.0606345207657337,0.8096172499616627
0.026,0.7414725512705866,1.063891728775618,0.8120200396570506
0.027,0.7438967318283963,1.0671404448813724,0.8144452605759959
0.028,0.7462026837052874,1.0703806794172837,0.8168926317725143
0.029,0.7483961729820687,1.0736124398049216,0.8193618436390383
0.03,0.7504826845244702,1.0768357305268528,0.8218525576402
0.031,0.7524674356981627,1.080050553106622,0.8243644061115601
0.032,0.7543553894148914,1.0832569060953119,0.82689699212641
0.033,0.7561512665423391,1.0864547850649635,0.8294498894335814
0.034,0.7578595577087552,1.0896441826091303,0.8320226424689667
0.035,0.7594845345318649,1.0928250883508,0.8346147664432121
0.036,0.7610302603001387,1.0959974889579116,0.8372257475077618
0.037,0.7625006001331294,1.0991613681666403,0.8398550430011352
0.038,0.7638992306462857,1.1023167068126194,0.8425020817769859
0.039,0.7652296491444046,1.105463482870211,0.845166264615152
0.04,0.7664951823667153,1.1086016714999196,0.8478469647165279
0.041,0.7676989948054606,1.1117312451039898,0.8505435282822055
0.042,0.7688440966187748,1.1148521733902046,0.8532552751769255
0.043,0.7699333511576486,1.1179644234438482,0.8559814996764602
0.044,0.7709694821257964,1.121067959807764,0.8587214712981208
0.045,0.7719550803903349,1.1241627445703897,0.8614744357131425
0.046,0.7728926104603007,1.1272487374616162,0.8642396157392604
0.047,0.7737844166492063,1.1303258959562614,0.867016212411344
0.048,0.7746327289370453,1.133394175384924,0.8698034061275164
0.049,0.7754396685464033,1.1364535290519233,0.8726003578677524
0.05,0.7762072532466197,1.13950390836,0.8754062104815187
0.051,0.776937402399262,1.1425452629414117,0.8782200900406116
0.052,0.7776319417575297,1.1455775407950095,0.8810411072529523
0.053,0.7782926080315878,1.1486006884288604,0.8838683589327218
0.054,0.7789210532312472,1.151614651007931,0.8867009295218712
0.055,0.7795188487968492,1.1546193725063258,0.8895378926577195
0.056,0.7800874895286861,1.157614795863538,0.8923783127810556
0.057,0.780628397324779,1.160600863144156,0.8952212467789057
0.058,0.7811429247363643,1.163577515700428,0.8980657456559042
0.059,0.7816323583499764,1.1665446943370876,0.900910856228015
0.06,0.7820979220045841,1.1695023394778201,0.9037556228322146
0.061,0.7825407798518248,1.1724503913327335,0.906599089045632
0.062,0.7829620392669914,1.1753887900662037,0.9094402994075925
0.063,0.7833627536180457,1.1783174759644484,0.912278301137979
0.064,0.7837439248995882,1.1812363896021962,0.9151121458453593
0.065,0.7841065062383663,1.1841454720078177,0.9179408912183907
0.066,0.7844514042765868,1.187044664826294,0.9207636026941224
0.067,0.7847794814389947,1.1899339104794202,0.9235793550969652
0.068,0.7850915580893838,1.1928131523226475,0.9263872342422937
0.069,0.7853884145819335,1.1956823347980008,0.9291863384988647
0.07,0.7856707932125009,1.198541403582527,0.9319757803045075
0.071,0.7859394000747468,1.2013903057317579,0.9347546876298322
0.072,0.7861949068257379,1.2042289898177034,0.9375222053850332
0.073,0.7864379523654392,1.2070574060609316,0.9402774967652094
0.074,0.7866691444342968,1.2098755064563143,0.9430197445300146
0.075,0.7868890611329054,1.2126832448920666,0.9457481522138317
0.076,0.7870982523675608,1.2154805772617499,0.9484619452630929
0.077,0.7872972412253127,1.2182674615689375,0.9511603720977858
0.078,0.7874865252819542,1.221043858024296,0.9538427050946242
0.079,0.7876665778462204,1.223809729134874,0.9565082414898058
0.08,0.7878378491433071,1.2265650397854304,0.9591563041997225
0.081,0.7880007674406685,1.2293097573116867,0.9617862425584238
0.082,0.7881557401189082,1.2320438515654124,0.9643974329710868
0.083,0.7883031546904435,1.2347672949713173,0.9669892794831546
0.084,0.788443379768488,1.2374800625757478,0.9695612142652408
0.085,0.7885767659887769,1.2401821320872288,0.9721126980142885
0.086,0.7887036468863385,1.2428734839089348,0.9746432202718649
0.087,0.7888243397295064,1.2455541011632054,0.9771522996608379
0.088,0.7889391463132542,1.2482239697082516,0.9796394840420277
0.089,0.7890483537138415,1.2508830781472426,0.9821043505927483
0.09,0.7891522350066533,1.2535314178299755,0.9845465058094568
0.091,0.7892510499490313,1.2561689828473717,0.9869655854369979
0.092,0.7893450456298016,1.258795770019064,0.989361254327178
0.093,0.7894344570871261,1.2614117788743529,0.9917332062296284
0.094,0.7895195078962207,1.2640170116268399,0.9940811635181028
0.095,0.789600410728409,1.2666114731430602,0.9964048768555259
0.096,0.7896773678829121,1.2691951709054397,0.9987041248012445
0.097,0.7897505717927013,1.2717681149699334,1.0009787133640464
0.098,0.7898202055056811,1.2743303179186871,1.0032284755045955
0.099,0.789886443142405,1.2768817948080942,1.0054532705909935
0.1,0.789949450331466,1.279422563112599,1.0076529838112156
0.11,0.7904329858683576,1.3042467176666384,1.0282624664364886
0.12,0.7907262649965433,1.3280345421494866,1.0464016712206792
0.13,0.7909041477796419,1.350832090339516,1.0622644549069387
0.14,0.7910120391414263,1.3726934355392126,1.0761357545713996
0.15,0.791077478560267,1.3936747154314786,1.0883302973410207
0.16,0.7911171695741477,1.4138301722659787,1.0991518594515568
0.17,0.7911412433909815,1.433210001204657,1.1088710714952121
0.18,0.7911558448989878,1.4518595159061223,1.1177167011539084
0.19,0.7911647011612718,1.4698191300919263,1.125875268754584
0.2,0.7911700727558777,1.487124767034187,1.1334950244878383
0.21,0.7911733307926979,1.5038084414469728,1.1406916778892955
0.22,0.7911753068919201,1.519898865996393,1.147554373235629
0.23,0.791176505456685,1.5354220082501682,1.1541511565725593
0.24,0.7911772324229627,1.5504015685817445,1.1605336360013405
0.25,0.7911776733502989,1.5648593739867274,1.1667407857578305
0.26,0.7911779407862473,1.5788156945606764,1.172801964405504
0.27,0.7911781029943497,1.5922894939446175,1.178739263521429
0.28,0.7911782013785371,1.6052986258133848,1.184569310757411
0.29,0.7911782610515633,1.61785998748438,1.190304640729902
0.3,0.7911782972450836,1.62998964006741,1.1959547301062405
0.31,0.7911783191975634,1.641702902820625,1.2015267752136969
0.32,0.7911783325124156,1.6530144277768382,1.2070262740755229
0.33,0.791178340588282,1.6639382593496999,1.2124574608919756
0.34,0.7911783454865426,1.674487882530947,1.217823629735544
0.35,0.791178348457488,1.6846762624236964,1.2231273753613754
0.36,0.7911783502594577,1.6945158771857036,1.2283707721676556
0.37,0.7911783513524078,1.7040187459431488,1.2335555070901183
0.38,0.7911783520153155,1.7131964528461625,1.2386829782346633
0.39,0.7911783524173899,1.7220601681438168,1.2437543680536332
0.4,0.7911783526612604,1.7306206669360495,1.2487706976225563
0.41,0.7911783528091753,1.7388883460952063,1.2537328668931729
0.42,0.7911783528988905,1.746873239726854,1.2586416845449384
0.43,0.7911783529533056,1.7545850334477993,1.263497890123967
0.44,0.7911783529863103,1.7620330776909436,1.2683021704644792
0.45,0.7911783530063289,1.769226400195735,1.2730551718724186
0.46,0.7911783530184708,1.7761737178051105,1.2777575091683246
0.47,0.7911783530258356,1.7828834476616338,1.2824097724026977
0.48,0.7911783530303025,1.7893637178744886,1.287012531846609
0.49,0.7911783530330121,1.7956223777133216,1.29156634170423
0.5,0.7911783530346558,1.8016670073731893,1.2960717428782735
0.51,0.7911783530356528,1.8075049273460861,1.3005292650336007
0.52,0.7911783530362577,1.8131432074279146,1.304939428140707
0.53,0.7911783530366249,1.8185886753847955,1.3093027436337235
0.54,0.7911783530368477,1.823847925298826,1.3136197152826743
0.55,0.7911783530369829,1.828927325610515,1.3178908398538998
0.56,0.7911783530370653,1.8338330268729157,1.3221166076133894
0.57,0.7911783530371153,1.8385709692307575,1.3262975027135897
0.58,0.7911783530371458,1.8431468896365264,1.3304340034937412
0.59,0.7911783530371644,1.8475663288143824,1.3345265827160082
0.6,0.7911783530371759,1.851834637981933,1.338575707753898
0.61,0.7911783530371831,1.855956985339183,1.3425818407451895
0.62,0.7911783530371876,1.8599383623333874,1.3465454387184344
0.63,0.7911783530371905,1.8637835897080426,1.3504669536997316
0.64,0.7911783530371925,1.8674973233438168,1.3543468328047565
0.65,0.7911783530371936,1.8710840598988476,1.3581855183197247
0.66,0.7911783530371947,1.8745481422555004,1.361983447774024
0.67,0.7911783530371955,1.877893764780376,1.3657410540065416
0.68,0.7911783530371962,1.8811249784040807,1.3694587652271837
0.69,0.7911783530371967,1.8842456955270148,1.3731370050747054
0.7,0.7911783530371972,1.8872596947572056,1.376776192671676
0.71,0.7911783530371976,1.8901706254859694,1.3803767426771931
0.72,0.7911783530371981,1.8929820123069965,1.3839390653378019
0.73,0.7911783530371985,1.8956972592842347,1.387463566536959
0.74,0.791178353037199,1.8983196540737672,1.3909506478432934
0.75,0.7911783530371995,1.9008523719046917,1.3944007065578516
0.76,0.7911783530372,1.9032984794238332,1.3978141357604719
0.77,0.7911783530372004,1.9056609384089582,1.4011913243553873
0.78,0.7911783530372007,1.9079426093549903,1.4045326571161425
0.79,0.7911783530372012,1.9101462549375745,1.4078385147298829
0.8,0.7911783530372016,1.9122745433581934,1.411109273841058
0.81,0.7911783530372021,1.9143300515748807,1.4143453070945822
0.82,0.7911783530372025,1.916315268422452,1.417546983178474
0.83,0.791178353037203,1.9182325976260302,1.4207146668659953
0.84,0.7911783530372034,1.9200843607115148,1.4238487190573124
0.85,0.7911783530372039,1.9218727998165204,1.4269494968206882
0.86,0.7911783530372043,1.9236000804051916,1.4300173534332175
0.87,0.7911783530372047,1.925268293890176,1.4330526384211193
0.88,0.7911783530372051,1.926879460164937,1.436055697599587
0.89,0.7911783530372055,1.9284355300494658,1.4390268731122118
0.9,0.791178353037206,1.9299383876523617,1.4419665034699796
0.91,0.7911783530372064,1.9313898526521336,1.4448749235898504
0.92,0.7911783530372068,1.9327916825004923,1.4477524648329243
0.93,0.7911783530372073,1.9341455745502927,1.4505994550422028
0.94,0.7911783530372077,1.9354531681107114,1.4534162185799435
0.95,0.7911783530372081,1.9367160464321433,1.4562030763646192
0.96,0.7911783530372085,1.9379357386232203,1.4589603459074856
0.97,0.791178353037209,1.9391137215022742,1.4616883413487538
0.98,0.7911783530372094,1.940251421385488,1.4643873734933865
0.99,0.7911783530372098,1.9413502158138976,1.4670577498465067
1.0,0.7911783530372103,1.9424114352213335,1.4696997746484353
1.01,0.7911783530372107,1.943436364545328,1.4723137489093516
1.02,0.7911783530372112,1.9444262447829337,1.4748999704435914
1.03,0.7911783530372116,1.9453822744933373,1.477458733903576
1.04,0.7911783530372121,1.9463056112490893,1.4799903308133824
1.05,0.7911783530372124,1.94719737303771,1.4824950496019582
1.06,0.7911783530372128,1.9480586396153574,1.4849731756359827
1.07,0.7911783530372133,1.948890453814215,1.48742499125238
1.08,0.7911783530372137,1.9496938228051623,1.4898507757904835
1.09,0.7911783530372142,1.9504697193172704,1.492250805623865
1.1,0.7911783530372145,1.9512190828155942,1.4946253541918204
1.11,0.791178353037215,1.9519428206386895,1.4969746920305236
1.12,0.7911783530372154,1.9526418090972286,1.499299086803849
1.13,0.7911783530372158,1.9533168945350483,1.501598803333867
1.14,0.7911783530372163,1.9539688943539129,1.503874103631016
1.15,0.7911783530372167,1.9545985980032354,1.5061252469239528
1.16,0.7911783530372172,1.9552067679359524,1.5083524896890879
1.17,0.7911783530372176,1.95579414053171,1.5105560856798053
1.18,0.7911783530372181,1.9563614269884837,1.5127362859553746
1.19,0.7911783530372184,1.9569093141837037,1.5148933389095522
1.2,0.791178353037219,1.9574384655059354,1.5170274902988843
1.21,0.7911783530372193,1.9579495216581189,1.5191389832707025
1.22,0.7911783530372197,1.958443101433339,1.5212280583908302
1.23,0.7911783530372202,1.958919802464068,1.5232949536709872
1.24,0.7911783530372206,1.9593802019457869,1.5253399045959086
1.25,0.791178353037221,1.9598248573358594,1.5273631441501734
1.26,0.7911783530372215,1.9602543070285101,1.5293649028447485
1.27,0.7911783530372218,1.9606690710067172,1.531345408743253
1.28,0.7911783530372223,1.9610696514718153,1.5333048874879385
1.29,0.7911783530372227,1.9614565334515661,1.5352435623254002
1.3,0.7911783530372232,1.9618301853874371,1.5371616541320097
1.31,0.7911783530372236,1.9621910597017953,1.5390593814390805
1.32,0.7911783530372241,1.9625395933457062,1.5409369604577665
1.33,0.7911783530372245,1.9628762083279998,1.542794605103693
1.34,0.791178353037225,1.9632013122262433,1.5446325270213308
1.35,0.7911783530372254,1.9635152986802413,1.546450935608108
1.36,0.7911783530372257,1.9638185478686612,1.5482500380382673
1.37,0.7911783530372262,1.964111426969356,1.5500300392864694
1.38,0.7911783530372266,1.9643942906039487,1.5517911421511466
1.39,0.7911783530372271,1.9646674812672127,1.5535335472776073
1.4,0.7911783530372275,1.9649313297417685,1.555257453180897
1.41,0.7911783530372279,1.9651861554985999,1.5569630562684134
1.42,0.7911783530372283,1.9654322670838724,1.5586505508622859
1.43,0.7911783530372287,1.9656699624925253,1.5603201292215134
1.44,0.7911783530372292,1.9658995295290878,1.5619719815638693
1.45,0.7911783530372296,1.9661212461561557,1.5636062960875723
1.46,0.79117835303723,1.9663353808309525,1.5652232589927297
1.47,0.7911783530372305,1.9665421928303806,1.566823054502551
1.48,0.7911783530372309,1.9667419325649562,1.5684058648843353
1.49,0.7911783530372314,1.9669348418820112,1.5699718704702395
1.5,0.7911783530372318,1.967121154358523,1.5715212496778226
1.51,0.7911783530372323,1.9673010955839332,1.5730541790303734
1.52,0.7911783530372326,1.9674748834332947,1.5745708331770216
1.53,0.791178353037233,1.9676427283310756,1.5760713849126367
1.54,0.7911783530372335,1.9678048335059468,1.577556005197514
1.55,0.7911783530372339,1.9679613952368509,1.5790248631768533
1.56,0.7911783530372344,1.96811260309066,1.5804781262000285
1.57,0.7911783530372348,1.9682586401517066,1.5819159598396557
1.58,0.7911783530372352,1.9683996832434631,1.5833385279104557
1.59,0.7911783530372356,1.9685359031426426,1.584745992487919
1.6,0.791178353037236,1.9686674647859772,1.586138513926769
1.61,0.7911783530372365,1.9687945274699252,1.5875162508792349
1.62,0.7911783530372369,1.9689172450435504,1.5888793603131244
1.63,0.7911783530372374,1.9690357660948017,1.5902279975297082
1.64,0.7911783530372378,1.9691502341304288,1.591562316181414
1.65,0.7911783530372383,1.9692607877497392,1.5928824682893326
1.66,0.7911783530372387,1.9693675608124168,1.5941886042605369
1.67,0.7911783530372392,1.9694706826006017,1.595480872905218
1.68,0.7911783530372395,1.9695702779754254,1.5967594214536416
1.69,0.7911783530372399,1.9696664675281943,1.598024395572919
1.7,0.7911783530372404,1.9697593677264043,1.599275939383606
1.71,0.7911783530372408,1.9698490910547595,1.60051419547612
1.72,0.7911783530372413,1.9699357461513716,1.6017393049269892
1.73,0.7911783530372416,1.9700194379392986,1.6029514073149216
1.74,0.791178353037242,1.9701002677535886,1.6041506407367103
1.75,0.7911783530372425,1.9701783334639769,1.6053371418229663
1.76,0.7911783530372429,1.9702537295933866,1.6065110457536844
1.77,0.7911783530372434,1.9703265474323808,1.6076724862736458
1.78,0.7911783530372438,1.9703968751496954,1.6088215957076544
1.79,0.7911783530372443,1.970464797898997,1.6099585049756135
1.8,0.7911783530372447,1.970530397921988,1.6110833436074423
1.81,0.7911783530372452,1.9705937546479833,1.612196239757832
1.82,0.7911783530372455,1.9706549447900878,1.613297320220848
1.83,0.791178353037246,1.9707140424380791,1.614386710444375
1.84,0.7911783530372465,1.9707711191481176,1.6154645345444105
1.85,0.7911783530372468,1.9708262440293873,1.6165309153192031
1.86,0.7911783530372473,1.9708794838277732,1.6175859742632466
1.87,0.7911783530372477,1.970930903006679,1.6186298315811196
1.88,0.791178353037248,1.9709805638250801,1.6196626062011803
1.89,0.7911783530372485,1.9710285264129073,1.6206844157891187
1.9,0.7911783530372489,1.971074848843852,1.6216953767613596
1.91,0.7911783530372494,1.9711195872056855,1.6226956042983285
1.92,0.7911783530372498,1.9711627956681668,1.6236852123575722
1.93,0.7911783530372503,1.9712045265486347,1.6246643136867438
1.94,0.7911783530372507,1.9712448303753531,1.625633019836447
1.95,0.7911783530372511,1.9712837559486922,1.6265914411729467
1.96,0.7911783530372516,1.9713213504002158,1.6275396868907417
1.97,0.791178353037252,1.9713576592497486,1.6284778650250062
1.98,0.7911783530372525,1.9713927264604931,1.629406082463898
1.99,0.7911783530372529,1.9714265944922604,1.6303244449607373
2.0,0.7911783530372533,1.9714593043528799,1.6312330571460543
2.01,0.7911783530372537,1.9714908956478545,1.63213202253951
2.02,0.7911783530372541,1.9715214066283129,1.6330214435616917
2.03,0.7911783530372546,1.9715508742373262,1.6339014215457803
2.04,0.791178353037255,1.9715793341546382,1.6347720567490966
2.05,0.7911783530372554,1.9716068208398678,1.6356334483645227
2.06,0.7911783530372558,1.9716333675742324,1.6364856945318036
2.07,0.7911783530372563,1.971659006500844,1.6373288923487288
2.08,0.7911783530372567,1.9716837686636315,1.6381631378821948
2.09,0.7911783530372571,1.9717076840449266,1.6389885261791501
2.1,0.7911783530372576,1.971730781601767,1.6398051512774228
2.11,0.791178353037258,1.97175308930096,1.6406131062164364
2.12,0.7911783530372585,1.971774634152942,1.6414124830478085
2.13,0.7911783530372589,1.9717954422444857,1.64220337284584
2.14,0.7911783530372594,1.971815538770284,1.6429858657178897
2.15,0.7911783530372597,1.9718349480634583,1.6437600508146404
2.16,0.7911783530372601,1.9718536936250195,1.6445260163402577
2.17,0.7911783530372606,1.971871798152325,1.645283849562437
2.18,0.791178353037261,1.9718892835665596,1.6460336368223478
2.19,0.7911783530372615,1.9719061710392776,1.64677546354447
2.2,0.7911783530372619,1.9719224810180396,1.6475094142463267
2.21,0.7911783530372622,1.9719382332511683,1.6482355725481128
2.22,0.7911783530372627,1.9719534468116622,1.6489540211822227
2.23,0.7911783530372631,1.9719681401202875,1.6496648420026756
2.24,0.7911783530372636,1.971982330967883,1.6503681159944417
2.25,0.791178353037264,1.9719960365369023,1.6510639232826687
2.26,0.7911783530372645,1.9720092734222168,1.6517523431418106
2.27,0.7911783530372649,1.9720220576512106,1.6524334540046597
2.28,0.7911783530372654,1.9720344047031855,1.6531073334712827
2.29,0.7911783530372658,1.972046329528104,1.6537740583178608
2.3,0.7911783530372662,1.9720578465646916,1.6544337045054387
2.31,0.7911783530372666,1.9720689697579175,1.6550863471885773
2.32,0.791178353037267,1.972079712575881,1.655732060723917
2.33,0.7911783530372675,1.972090088026119,1.6563709186786497
2.34,0.7911783530372679,1.972100108671354,1.6570029938388988
2.35,0.7911783530372684,1.9721097866447073,1.6576283582180142
2.36,0.7911783530372688,1.9721191336643873,1.6582470830647746
2.37,0.7911783530372692,1.9721281610478814,1.658859238871506
2.38,0.7911783530372696,1.9721368797256562,1.6594648953821138
2.39,0.79117835303727,1.9721453002543945,1.6600641216000278
2.4,0.7911783530372705,1.9721534328297763,1.6606569857960634
2.41,0.7911783530372709,1.9721612872988237,1.661243555516201
2.42,0.7911783530372714,1.972168873171825,1.6618238975892814
2.43,0.7911783530372718,1.9721761996338485,1.6623980781346193
2.44,0.7911783530372722,1.9721832755558641,1.662966162569536
2.45,0.7911783530372727,1.9721901095054863,1.663528215616814
2.46,0.7911783530372731,1.9721967097573452,1.6640843013120692
2.47,0.7911783530372736,1.9722030843031069,1.664634483011048
2.48,0.7911783530372739,1.9722092408611496,1.6651788233968443
2.49,0.7911783530372744,1.9722151868859104,1.6657173844870423
2.5,0.7911783530372748,1.9722209295769089,1.6662502276407811
2.51,0.7911783530372752,1.972226475887466,1.666777413565747
2.52,0.7911783530372757,1.972231832533123,1.6672990023250873
2.53,0.7911783530372761,1.9722370059997727,1.667815053344257
2.54,0.7911783530372765,1.9722420025515115,1.6683256254177863
2.55,0.7911783530372769,1.9722468282382266,1.6688307767159805
2.56,0.7911783530372773,1.9722514889029188,1.669330564791547
2.57,0.7911783530372778,1.972255990188778,1.669825046586153
2.58,0.7911783530372782,1.9722603375460166,1.670314278436912
2.59,0.7911783530372787,1.9722645362384685,1.6707983160828033
2.6,0.7911783530372791,1.972268591349962,1.6712772146710213
2.61,0.7911783530372796,1.9722725077904766,1.67175102876326
2.62,0.79117835303728,1.972276290302086,1.672219812341928
2.63,0.7911783530372803,1.9722799434647023,1.6726836188163001
2.64,0.7911783530372808,1.9722834717016198,1.6731425010286003
2.65,0.7911783530372812,1.9722868792848711,1.6735965112600244
2.66,0.7911783530372817,1.9722901703403997,1.6740457012366947
2.67,0.7911783530372821,1.972293348853057,1.6744901221355553
2.68,0.7911783530372826,1.9722964186714242,1.6749298245902005
2.69,0.7911783530372829,1.972299383512476,1.6753648586966445
2.7,0.7911783530372833,1.9723022469660785,1.6757952740190298
2.71,0.7911783530372838,1.9723050124993358,1.6762211195952725
2.72,0.7911783530372842,1.9723076834607907,1.6766424439426506
2.73,0.7911783530372847,1.9723102630844753,1.6770592950633314
2.74,0.7911783530372851,1.9723127544938304,1.6774717204498393
2.75,0.7911783530372856,1.9723151607054845,1.6778797670904688
2.76,0.791178353037286,1.972317484632909,1.6782834814746357
2.77,0.7911783530372865,1.9723197290899435,1.6786829095981755
2.78,0.7911783530372868,1.9723218967942042,1.6790780969685826
2.79,0.7911783530372872,1.9723239903703742,1.6794690886101957
2.8,0.7911783530372877,1.9723260123533815,1.6798559290693278
2.81,0.7911783530372881,1.9723279651914678,1.68023866241934
2.82,0.7911783530372886,1.9723298512491532,1.6806173322656643
2.83,0.791178353037289,1.9723316728101004,1.6809919817507717
2.84,0.7911783530372895,1.9723334320798769,1.681362653559085
2.85,0.7911783530372898,1.972335131188629,1.6817293899218466
2.86,0.7911783530372902,1.9723367721936582,1.6820922326219248
2.87,0.7911783530372907,1.9723383570819135,1.682451222998578
2.88,0.7911783530372911,1.9723398877723974,1.6828064019521625
2.89,0.7911783530372916,1.9723413661184883,1.683157809948793
2.9,0.791178353037292,1.9723427939101865,1.683505487024953
2.91,0.7911783530372924,1.9723441728762794,1.6838494727920565
2.92,0.7911783530372929,1.9723455046864362,1.6841898064409608
2.93,0.7911783530372933,1.9723467909532288,1.6845265267464304
2.94,0.7911783530372938,1.9723480332340855,1.6848596720715567
2.95,0.7911783530372941,1.9723492330331747,1.6851892803721276
2.96,0.7911783530372946,1.9723503918032281,1.6855153892009516
2.97,0.791178353037295,1.9723515109472984,1.6858380357121374
2.98,0.7911783530372954,1.9723525918204599,1.6861572566653256
2.99,0.7911783530372959,1.9723536357314464,1.6864730884298775
3.0,0.7911783530372962,1.9723546439442385,1.6867855669890193
