strain,r_value
0.0,0.85177098059042
0.00011,0.8878319428810655
0.0002,0.9110762550278834
0.0003,0.9316950718459506
0.0004,0.9479543528208947
0.0005,0.9607758556333414
0.0006,0.9708864462937105
0.0007,0.978859306027618
0.0008,0.9851464255908428
0.0009,0.9901042291546227
0.001,0.9940137804093505
0.002,1.007239102281038
0.003,1.0084687542481845
0.004,1.008583083712146
0.005,1.0085937137332242
0.01,1.0085948033877086
0.011,1.008594803394576
0.012,1.0085948033952146
0.013,1.0085948033952739
0.014,1.0085948033952794
0.015,1.0085948033952798
0.016,1.00859480339528
0.017,1.00859480339528
0.018,1.00859480339528
0.019,1.00859480339528
0.02,1.00859480339528
0.021,1.00859480339528
0.022,1.00859480339528
0.023,1.00859480339528
0.024,1.00859480339528
0.025,1.00859480339528
0.026,1.00859480339528
0.027,1.00859480339528
0.028,1.00859480339528
0.029,1.00859480339528
0.03,1.00859480339528
0.031,1.00859480339528
0.032,1.00859480339528
0.033,1.00859480339528
0.034,1.00859480339528
0.035,1.00859480339528
0.036,1.00859480339528
0.037,1.00859480339528
0.038,1.00859480339528
0.039,1.00859480339528
0.04,1.00859480339528
0.041,1.00859480339528
0.042,1.00859480339528
0.043,1.00859480339528
0.044,1.00859480339528
0.045,1.00859480339528
0.046,1.00859480339528
0.047,1.00859480339528
0.048,1.00859480339528
0.049,1.00859480339528
0.05,1.00859480339528
0.051,1.00859480339528
0.052,1.00859480339528
0.053,1.00859480339528
0.054,1.00859480339528
0.055,1.00859480339528
0.056,1.00859480339528
0.057,1.00859480339528
0.058,1.00859480339528
0.059,1.00859480339528
0.06,1.00859480339528
0.061,1.00859480339528
0.062,1.00859480339528
0.063,1.00859480339528
0.064,1.00859480339528
0.065,1.00859480339528
0.066,1.00859480339528
0.067,1.00859480339528
0.068,1.00859480339528
0.069,1.00859480339528
0.07,1.00859480339528
0.071,1.00859480339528
0.072,1.00859480339528
0.073,1.00859480339528
0.074,1.00859480339528
0.075,1.00859480339528
0.076,1.00859480339528
0.077,1.00859480339528
0.078,1.00859480339528
0.079,1.00859480339528
0.08,1.00859480339528
0.081,1.00859480339528
0.082,1.00859480339528
0.083,1.00859480339528
0.084,1.00859480339528
0.085,1.00859480339528
0.086,1.00859480339528
0.087,1.00859480339528
0.088,1.00859480339528
0.089,1.00859480339528
0.09,1.00859480339528
0.091,1.00859480339528
0.092,1.00859480339528
0.093,1.00859480339528
0.094,1.00859480339528
0.095,1.00859480339528
0.096,1.00859480339528
0.097,1.00859480339528
0.098,1.00859480339528
0.099,1.00859480339528
0.1,1.00859480339528
0.11,1.00859480339528
0.12,1.00859480339528
0.13,1.00859480339528
0.14,1.00859480339528
0.15,1.00859480339528
0.16,1.00859480339528
0.17,1.00859480339528
0.18,1.00859480339528
0.19,1.00859480339528
0.2,1.00859480339528
0.21,1.00859480339528
0.22,1.00859480339528
0.23,1.00859480339528
0.24,1.00859480339528
0.25,1.00859480339528
0.26,1.00859480339528
0.27,1.00859480339528
0.28,1.00859480339528
0.29,1.00859480339528
0.3,1.00859480339528
0.31,1.00859480339528
0.32,1.00859480339528
0.33,1.00859480339528
0.34,1.00859480339528
0.35,1.00859480339528
0.36,1.00859480339528
0.37,1.00859480339528
0.38,1.00859480339528
0.39,1.00859480339528
0.4,1.00859480339528
0.41,1.00859480339528
0.42,1.00859480339528
0.43,1.00859480339528
0.44,1.00859480339528
0.45,1.00859480339528
0.46,1.00859480339528
0.47,1.00859480339528
0.48,1.00859480339528
0.49,1.00859480339528
0.5,1.00859480339528
0.51,1.00859480339528
0.52,1.00859480339528
0.53,1.00859480339528
0.54,1.00859480339528
0.55,1.00859480339528
0.56,1.00859480339528
0.57,1.00859480339528
0.58,1.00859480339528
0.59,1.00859480339528
0.6,1.00859480339528
0.61,1.00859480339528
0.62,1.00859480339528
0.63,1.00859480339528
0.64,1.00859480339528
0.65,1.00859480339528
0.66,1.00859480339528
0.67,1.00859480339528
0.68,1.00859480339528
0.69,1.00859480339528
0.7,1.00859480339528
0.71,1.00859480339528
0.72,1.00859480339528
0.73,1.00859480339528
0.74,1.00859480339528
0.75,1.00859480339528
0.76,1.00859480339528
0.77,1.00859480339528
0.78,1.00859480339528
0.79,1.00859480339528
0.8,1.00859480339528
0.81,1.00859480339528
0.82,1.00859480339528
0.83,1.00859480339528
0.84,1.00859480339528
0.85,1.00859480339528
0.86,1.00859480339528
0.87,1.00859480339528
0.88,1.00859480339528
0.89,1.00859480339528
0.9,1.00859480339528
0.91,1.00859480339528
0.92,1.00859480339528
0.93,1.00859480339528
0.94,1.00859480339528
0.95,1.00859480339528
0.96,1.00859480339528
0.97,1.00859480339528
0.98,1.00859480339528
0.99,1.00859480339528
1.0,1.00859480339528
1.01,1.00859480339528
1.02,1.00859480339528
1.03,1.00859480339528
1.04,1.00859480339528
1.05,1.00859480339528
1.06,1.00859480339528
1.07,1.00859480339528
1.08,1.00859480339528
1.09,1.00859480339528
1.1,1.00859480339528
1.11,1.00859480339528
1.12,1.00859480339528
1.13,1.00859480339528
1.14,1.00859480339528
1.15,1.00859480339528
1.16,1.00859480339528
1.17,1.00859480339528
1.18,1.00859480339528
1.19,1.00859480339528
1.2,1.00859480339528
1.21,1.00859480339528
1.22,1.00859480339528
1.23,1.00859480339528
1.24,1.00859480339528
1.25,1.00859480339528
1.26,1.00859480339528
1.27,1.00859480339528
1.28,1.00859480339528
1.29,1.00859480339528
1.3,1.00859480339528
1.31,1.00859480339528
1.32,1.00859480339528
1.33,1.00859480339528
1.34,1.00859480339528
1.35,1.00859480339528
1.36,1.00859480339528
1.37,1.00859480339528
1.38,1.00859480339528
1.39,1.00859480339528
1.4,1.00859480339528
1.41,1.00859480339528
1.42,1.00859480339528
1.43,1.00859480339528
1.44,1.00859480339528
1.45,1.00859480339528
1.46,1.00859480339528
1.47,1.00859480339528
1.48,1.00859480339528
1.49,1.00859480339528
1.5,1.00859480339528
1.51,1.00859480339528
1.52,1.00859480339528
1.53,1.00859480339528
1.54,1.00859480339528
1.55,1.00859480339528
1.56,1.00859480339528
1.57,1.00859480339528
1.58,1.00859480339528
1.59,1.00859480339528
1.6,1.00859480339528
1.61,1.00859480339528
1.62,1.00859480339528
1.63,1.00859480339528
1.64,1.00859480339528
1.65,1.00859480339528
1.66,1.00859480339528
1.67,1.00859480339528
1.68,1.00859480339528
1.69,1.00859480339528
1.7,1.00859480339528
1.71,1.00859480339528
1.72,1.00859480339528
1.73,1.00859480339528
1.74,1.00859480339528
1.75,1.00859480339528
1.76,1.00859480339528
1.77,1.00859480339528
1.78,1.00859480339528
1.79,1.00859480339528
1.8,1.00859480339528
1.81,1.00859480339528
1.82,1.00859480339528
1.83,1.00859480339528
1.84,1.00859480339528
1.85,1.00859480339528
1.86,1.00859480339528
1.87,1.00859480339528
1.88,1.00859480339528
1.89,1.00859480339528
1.9,1.00859480339528
1.91,1.00859480339528
1.92,1.00859480339528
1.93,1.00859480339528
1.94,1.00859480339528
1.95,1.00859480339528
1.96,1.00859480339528
1.97,1.00859480339528
1.98,1.00859480339528
1.99,1.00859480339528
2.0,1.00859480339528
2.01,1.00859480339528
2.02,1.00859480339528
2.03,1.00859480339528
2.04,1.00859480339528
2.05,1.00859480339528
2.06,1.00859480339528
2.07,1.00859480339528
2.08,1.00859480339528
2.09,1.00859480339528
2.1,1.00859480339528
2.11,1.00859480339528
2.12,1.00859480339528
2.13,1.00859480339528
2.14,1.00859480339528
2.15,1.00859480339528
2.16,1.00859480339528
2.17,1.00859480339528
2.18,1.00859480339528
2.19,1.00859480339528
2.2,1.00859480339528
2.21,1.00859480339528
2.22,1.00859480339528
2.23,1.00859480339528
2.24,1.00859480339528
2.25,1.00859480339528
2.26,1.00859480339528
2.27,1.00859480339528
2.28,1.00859480339528
2.29,1.00859480339528
2.3,1.00859480339528
2.31,1.00859480339528
2.32,1.00859480339528
2.33,1.00859480339528
2.34,1.00859480339528
2.35,1.00859480339528
2.36,1.00859480339528
2.37,1.00859480339528
2.38,1.00859480339528
2.39,1.00859480339528
2.4,1.00859480339528
2.41,1.00859480339528
2.42,1.00859480339528
2.43,1.00859480339528
2.44,1.00859480339528
2.45,1.00859480339528
2.46,1.00859480339528
2.47,1.00859480339528
2.48,1.00859480339528
2.49,1.00859480339528
2.5,1.00859480339528
2.51,1.00859480339528
2.52,1.00859480339528
2.53,1.00859480339528
2.54,1.00859480339528
2.55,1.00859480339528
2.56,1.00859480339528
2.57,1.00859480339528
2.58,1.00859480339528
2.59,1.00859480339528
2.6,1.00859480339528
2.61,1.00859480339528
2.62,1.00859480339528
2.63,1.00859480339528
2.64,1.00859480339528
2.65,1.00859480339528
2.66,1.00859480339528
2.67,1.00859480339528
2.68,1.00859480339528
2.69,1.00859480339528
2.7,1.00859480339528
2.71,1.00859480339528
2.72,1.00859480339528
2.73,1.00859480339528
2.74,1.00859480339528
2.75,1.00859480339528
2.76,1.00859480339528
2.77,1.00859480339528
2.78,1.00859480339528
2.79,1.00859480339528
2.8,1.00859480339528
2.81,1.00859480339528
2.82,1.00859480339528
2.83,1.00859480339528
2.84,1.00859480339528
2.85,1.00859480339528
2.86,1.00859480339528
2.87,1.00859480339528
2.88,1.00859480339528
2.89,1.00859480339528
2.9,1.00859480339528
2.91,1.00859480339528
2.92,1.00859480339528
2.93,1.00859480339528
2.94,1.00859480339528
2.95,1.00859480339528
2.96,1.00859480339528
2.97,1.00859480339528
2.98,1.00859480339528
2.99,1.00859480339528
3.0,1.00859480339528
